"Al","Ba","Ca","Cr","Fe","K","Mg","Mn","Na","Nb","P","Si","Sr","Ti","V","Y","Zn","Zr","LOI"
22440,537,278805,34,12940,4773,9588,604,371,6,266,73668,931,1337,49,15,35,57,36.2
35248,366,1887,38,13779,21766,3679,511,2893,9,349,388816,58,2560,38,17,36,318,3.51
57794,500,15044,53,18115,16022,6272,302,21514,6,1898,317111,197,2434,50,12,52,175,9.56
40488,133,71399,935,42456,7488,100405,976,4377,8,589,190294,151,2416,78,17,84,70,16.2
86956,482,4245,94,49240,20613,5126,2052,4970,19,1414,265739,97,5629,114,33,77,195,13.18
73566,588,3352,26,17206,39714,3980,565,14986,20,711,324683,152,3111,41,18,57,275,5.2
50279,328,2137,73,24060,12510,5488,720,7493,13,594,350533,64,3687,74,26,91,297,7.26
39535,256,126574,53,21752,9638,6935,457,1039,9,423,222828,88,2644,57,23,34,210,20.5
67797,469,3359,49,22032,32890,3920,441,5193,15,1427,328843,74,3633,49,41,55,240,6.66
70020,611,16717,77,38539,19633,12061,774,19585,15,1061,290794,238,4796,90,24,71,267,8.23
69226,675,14573,73,40008,22331,11277,550,18992,15,1052,266347,195,4376,95,35,88,186,13.64
14290,204,1272,16,4406,7563,603,349,2226,6,415,433737,39,1535,11,12,22,264,1.85
29162,352,3824,29,15388,12876,2111,573,5786,7,991,375868,62,2962,42,15,49,300,7.67
60705,254,27795,274,37280,8077,16945,883,13576,10,541,306593,150,4478,150,23,59,269,6.79
66051,410,17239,70,31474,35198,16583,1216,1113,16,650,287522,93,4496,96,40,80,368,10.48
70496,296,29860,816,46932,16370,10312,805,5564,18,960,264570,135,4862,134,31,104,208,13.11
56524,435,105704,50,27068,17881,11518,472,4303,12,528,221286,285,2818,85,26,73,148,17.51
42023,335,7304,59,23641,18969,5910,403,3635,10,690,357404,69,2698,57,24,55,252,6.48
56259,478,4731,87,28817,15955,4824,1301,7864,18,1397,336930,107,5569,81,39,80,522,6.96
68591,220,84192,115,38749,10468,12362,651,2151,13,1440,197586,223,3957,152,24,120,113,22.24
40858,334,4681,74,17836,15441,3196,968,5861,10,820,374512,66,2812,75,23,63,244,4.71
29903,236,16881,53,16367,9082,3256,565,5119,8,877,367267,79,2458,50,18,73,207,7.75
73831,937,12979,145,39938,20637,16463,1255,8902,17,1671,282333,178,7038,113,23,100,369,9.53
40011,223,586,60,31684,9929,1689,457,1780,13,559,370726,28,4586,68,33,47,519,5.56
78911,676,12200,109,43435,24265,14473,844,14244,18,999,270226,146,5348,118,28,129,224,10.5
35195,228,129575,67,22102,9082,4221,1053,3338,11,1392,213199,186,3063,62,40,80,305,22.72
19529,305,2730,31,6155,10684,1085,558,3190,7,375,417844,70,2518,22,18,18,524,2.98
59117,473,8405,44,30565,18628,7598,1309,11721,14,1296,313324,127,3957,85,28,133,249,9.74
49273,320,3895,74,24410,14154,5066,1061,5638,17,1047,352215,63,4604,79,30,72,349,6.55
17942,174,216126,15,7554,6434,10734,132,297,6,423,73248,2938,989,24,7,23,71,26.27
62346,378,5560,88,34482,19567,8020,836,3264,15,786,293271,65,4502,108,31,83,268,14.29
32126,276,88266,68,18745,10476,3618,689,3635,10,1008,277098,218,2926,54,31,77,375,15.94
99552,457,1522,110,57423,21708,9709,1642,7344,18,1414,258120,120,5629,161,31,188,179,10.47
46098,255,42746,91,21263,14337,9528,751,10312,12,1082,313465,148,3345,59,39,59,409,9.23
56048,338,9570,102,31195,13274,3618,1154,3858,20,799,324543,71,6001,99,50,77,483,9.72
65521,200,81762,167,40777,13955,7056,581,2300,16,384,219696,56,3897,124,35,71,181,18.95
60917,561,14244,45,16157,17392,6151,294,23443,6,537,333471,210,2590,48,14,27,217,5.69
82828,589,6704,62,35951,18612,7960,558,16543,11,825,297899,147,4161,106,39,115,254,7.48
90767,106,10606,298,62739,5031,27137,1533,3190,7,947,163791,106,6301,176,15,87,86,30.06
27680,181,1308,31,16996,6732,1749,287,668,10,319,405690,40,2494,43,21,31,407,3.47
63828,919,11135,25,29026,25743,3498,310,19437,20,1370,288877,301,4215,62,35,43,567,12.67
64145,399,17010,285,37350,16503,22192,813,7270,13,956,262280,161,3603,106,28,96,158,15.94
49644,452,4853,77,20843,19392,4342,906,6751,16,580,352636,88,4880,63,38,51,521,6.18
66791,668,9034,52,32873,23850,7056,906,14837,14,751,308323,165,4550,81,32,80,310,7.99
82457,364,34306,109,47771,16935,7779,2378,1558,13,873,213479,74,3843,111,39,124,160,21.88
43557,379,3009,42,16227,17981,2472,310,4006,15,864,369137,52,3813,57,29,36,401,5.83
8468,118,1422,14,1958,4541,241,163,1410,3,546,433830,23,558,16,7,21,155,4.01
30167,183,226989,38,18255,7828,5307,465,742,8,423,125881,305,1954,48,24,43,110,30.21
21488,136,285309,31,12590,4624,4643,1138,742,8,655,69695,624,1109,40,21,46,43,36.98
40646,221,130790,34,18045,14901,4583,310,519,11,380,224137,102,2308,45,22,47,156,19.89
28262,183,23764,35,12660,8111,5488,465,8457,9,371,379514,99,3040,29,19,24,200,4.4
31543,262,3195,76,13779,11149,2111,503,6009,15,742,386105,60,4364,48,33,39,678,5.28
75418,538,12850,56,34482,22837,9166,643,12241,15,978,269198,135,3339,80,41,108,180,14.31
30591,374,4503,47,10142,15648,2171,534,5045,13,480,394191,80,3297,39,25,23,553,3.92
9050,86,16288,21,5456,564,4885,232,519,4,2160,35899,85,270,26,11,5,10,85.81
50491,356,6018,82,25809,14403,4402,867,5045,17,685,340155,68,4988,70,43,61,503,8.59
55095,389,9920,83,26858,16337,7176,829,7715,15,1205,324496,85,4245,72,31,94,282,9.3
58271,370,33269,83,35531,9738,13026,527,18250,8,2466,218808,375,3303,96,19,84,121,25.08
54566,424,11121,58,23221,10692,5910,728,16321,6,1519,321878,177,2866,61,16,88,187,10.3
62822,429,7047,31,22172,25477,4643,565,15356,15,956,322112,115,3231,53,22,63,212,8.04
58271,377,22334,82,29446,16586,12061,867,8160,17,1205,294487,102,4784,83,41,65,369,11.92
43187,343,74543,58,23781,11547,16342,836,8309,11,960,255268,190,3597,57,30,47,297,16.78
28738,352,5203,21,9582,17790,2593,441,4229,6,598,396669,73,1846,25,17,39,327,3.69
52502,399,83834,72,37070,11232,11277,434,4748,13,3526,200204,342,2896,89,29,121,165,23.64
63245,631,15809,49,23361,19151,6633,596,18175,10,1257,308276,241,2596,58,24,75,289,9.56
35301,272,190039,42,23011,12087,11699,418,742,9,554,148412,399,1942,76,20,52,107,27.23
27892,313,3523,61,10002,12045,1508,364,4377,10,1100,398352,57,3051,50,22,75,543,4.27
63034,275,70555,99,34342,10227,47037,960,1780,20,2038,137006,97,3891,128,34,138,179,32.88
47527,228,8769,1261,35811,9140,21830,1185,7715,11,498,323374,73,4376,95,25,67,245,8.23
45780,403,11821,73,19934,17881,4462,612,6380,15,882,340109,111,4209,62,35,47,512,8.96
76477,430,12236,221,42386,19575,19538,1410,10015,13,921,278079,117,4101,115,33,102,171,9.85
59276,514,31168,25,16017,17798,3618,372,17656,9,550,322626,202,1996,30,25,50,194,7.16
70443,580,8419,53,35531,27660,9407,643,13279,19,624,303368,107,3561,80,38,81,252,7.66
17042,244,2723,29,4826,8625,965,410,2893,8,511,421350,57,2236,20,15,21,382,3.22
50173,425,18782,69,17975,11423,6272,263,15431,7,995,266253,260,2542,58,13,42,170,22.84
62293,520,7076,49,29936,11564,2955,2323,6454,9,2710,206795,102,2092,59,60,68,168,34.42
13178,161,1429,19,2378,6533,603,155,2226,6,532,419246,30,1217,24,11,28,295,5.57
79070,345,1958,12,21892,39224,2895,302,4970,20,559,308323,52,3099,26,42,60,340,8.82
43134,287,43926,84,24480,12070,4704,550,5416,14,855,313652,133,4053,67,39,59,461,10.74
69597,413,11893,95,37699,31712,21408,1138,2077,17,934,274574,63,4280,108,34,95,258,11.88
29373,329,2866,25,12800,14096,1749,232,5712,10,463,379093,48,2746,41,13,24,261,7.59
31967,332,2744,51,17486,12676,1447,844,2967,17,864,387086,58,3969,50,31,48,416,4.86
32602,144,200545,63,19304,9024,5066,387,1039,10,759,135791,196,2236,53,36,65,118,30.9
24928,124,285595,36,13709,4010,5066,534,371,6,567,65769,333,1349,48,23,40,48,37.21
83357,1559,65259,86,46442,40868,25086,1107,14615,36,3470,213760,760,4628,183,28,142,229,9.21
33184,259,93626,30,84981,17358,30996,3408,668,8,1095,157761,211,1817,39,16,65,117,26
55307,370,4974,74,22592,15740,5427,774,10312,15,659,350205,95,4946,71,34,60,357,5.09
53772,273,3709,133,24970,11738,5367,364,8606,13,511,316036,63,4071,87,20,53,187,13.58
26727,287,3037,90,13079,13714,2653,271,3932,9,471,395547,53,1984,32,17,31,273,4.71
47580,356,5689,90,24550,16777,4523,581,6899,15,838,348242,80,4544,75,38,63,562,7.1
50914,291,9834,83,48331,12867,3920,1843,3338,19,1231,308977,68,4418,121,41,98,367,11.64
30644,353,3616,19,9722,16487,1869,232,5638,8,999,391527,72,1379,25,17,41,150,4.79
72772,800,21241,61,38469,19334,11639,581,25075,17,1279,285792,289,5839,132,23,55,409,7.23
71184,508,2551,86,38189,26141,6091,1843,1484,16,371,316690,36,4490,85,34,56,232,7.28
71237,728,78188,82,37070,19226,11759,1626,5341,24,916,216705,341,3861,139,33,72,190,17.31
80870,616,4881,90,44484,21351,15980,1255,14392,15,1798,279155,73,5114,133,33,108,202,9.04
68538,431,4281,67,41406,16810,7659,2176,11499,17,2095,253492,88,6511,144,54,144,256,19.28
34348,198,2587,73,18185,8750,1869,550,964,17,711,380355,34,5114,63,37,55,538,6.25
16936,159,1680,45,10002,5462,844,248,2448,10,340,416348,34,2944,35,20,20,398,4.15
44298,217,4495,80,22172,9929,5005,635,5638,11,572,357030,58,3375,67,27,63,251,7.63
43346,279,4803,75,25669,11581,4885,1162,5045,12,916,354552,72,3375,72,36,67,275,7.51
69279,427,6239,90,34202,17126,7719,860,10683,18,759,319962,107,6391,102,43,72,412,6.25
76583,331,1865,18,15178,36269,1809,302,10089,17,1261,297899,52,1966,23,12,53,141,12.49
30485,363,230134,40,17975,6459,6452,736,1261,9,663,107464,595,1936,58,18,58,116,33.46
29373,369,3095,28,10631,14602,2111,341,5935,10,659,394705,75,2020,31,15,39,306,4.43
7251,39,341699,10,4127,1453,3136,349,445,3,703,38657,364,468,15,13,29,38,40.79
47156,433,9670,25,14758,21783,3075,465,11721,7,1152,353711,133,1840,30,24,43,353,6.38
63404,380,5532,109,37280,17051,5186,1069,4525,17,694,315334,81,5180,111,46,92,445,9.42
51761,427,6104,82,24060,18056,5005,813,6232,15,663,340249,83,4700,73,38,55,471,7.93
60017,308,3759,109,35251,14245,4824,1262,3338,22,877,326226,63,6409,115,46,73,457,8.53
29268,331,5389,28,9932,17383,3196,379,4377,7,380,401203,68,1852,25,17,26,343,2.59
69755,687,22656,76,43715,20530,12121,728,26336,12,1043,285418,233,5426,108,33,51,363,6.73
40646,1165,3809,68,14898,18272,2955,612,8531,13,655,376990,104,2950,54,26,41,407,4.08
14290,195,2030,20,5176,7405,844,256,2151,5,327,427473,36,1625,18,12,14,406,2.97
97276,591,3981,215,40987,22788,8865,844,6232,19,755,266721,124,5497,138,36,97,221,11.53
51708,403,90624,38,20983,18819,4523,256,4377,9,423,259803,255,2806,48,26,49,242,14.33
56154,607,8298,9,5316,25552,1206,240,21885,12,423,352542,176,2080,27,17,16,321,5.09
74624,614,5389,83,32034,19998,8623,805,11128,15,1091,310286,139,4245,89,32,88,276,7.43
59805,390,3588,142,36650,16263,10071,1433,9570,13,2854,288924,95,4053,104,23,100,243,14.42
21699,282,1101,12,3917,14071,603,139,3116,8,432,420695,39,1721,16,17,18,242,2.43
59647,413,9670,86,30915,14436,6935,798,3561,14,480,298600,85,4382,87,33,63,304,14.45
87909,321,20826,118,48820,21849,8985,1255,1039,21,1816,241012,139,5306,185,41,110,227,15.71
68591,221,81762,99,47282,8683,3618,1046,964,21,934,201513,90,4179,124,43,128,272,22.36
57265,503,2630,16,9792,33646,2111,201,9051,9,506,358572,66,1781,21,20,29,213,4.41
31967,337,70777,21,11191,12535,4161,341,7789,6,1030,278687,153,1187,21,23,37,116,18.61
58323,588,9841,44,21263,20330,5548,480,14986,13,921,325525,132,3435,66,21,66,233,8.41
27204,180,196042,43,15807,7778,4101,1293,1558,10,1798,157200,349,2278,50,28,63,178,28.3
33660,381,7604,54,12240,16404,2714,403,5490,13,633,373998,88,3561,40,29,27,748,6.55
74148,477,4395,83,35112,18164,8081,984,11647,22,1021,310426,114,7110,110,36,84,433,6.99
59700,353,5082,81,31265,15989,6272,1131,6009,17,999,326880,81,4946,92,35,83,304,8.36
82351,503,9841,110,38119,27461,12603,782,8086,17,1383,261672,110,4328,120,36,144,187,13.54
59011,539,12836,34,31614,18595,6332,418,14318,12,2632,236898,202,6343,87,24,68,229,24.64
64092,377,133292,70,31405,12975,7538,1193,3264,26,602,166081,127,3675,101,31,78,259,24.57
31120,377,9484,5,4406,14054,1146,209,10386,3,672,402231,118,606,8,13,31,76,2.38
69491,609,393,18,20004,24855,1930,318,816,11,864,332910,48,2518,29,39,50,224,8.38
59858,803,10935,17,17066,27063,3437,480,18324,19,2667,327581,239,3105,54,36,47,424,6.81
24610,123,200259,1680,27698,5687,17307,705,816,7,4046,133080,145,1559,62,14,117,69,29.39
49432,418,7890,78,22172,18081,4764,604,5935,15,690,338473,85,4418,66,38,48,500,8.93
45569,611,156234,73,29166,11165,5367,488,1261,11,580,166969,366,2848,85,27,90,138,26.05
21488,269,3002,31,7764,10012,1508,457,3264,10,428,411907,58,2560,27,20,19,450,3.57
65310,436,4824,106,28887,19500,6995,1007,6083,18,825,314446,97,5060,103,38,76,347,9.73
59594,365,7947,74,27698,16030,7236,720,11499,15,995,337958,107,4245,79,35,71,280,5.36
33766,317,7712,47,23781,13199,3015,573,3783,12,960,362172,60,2758,45,17,56,288,8.06
64410,254,4960,61,39238,21659,11036,860,8012,13,1283,303415,65,4191,89,27,81,250,9.68
46045,315,4774,90,22802,14843,4885,1193,6157,16,1292,355207,63,4952,78,34,78,452,6.42
72349,517,12779,52,19934,23709,5488,682,18992,13,685,323000,175,2716,58,32,51,238,5.26
72507,533,6332,91,40497,13756,5246,1533,4600,17,528,294861,104,4598,117,37,77,277,11.94
10479,145,2208,27,2658,5164,362,256,1484,5,1161,419199,28,1265,24,9,34,301,6.1
52343,259,25322,486,36650,11987,21589,860,8457,10,580,304537,96,3945,96,26,82,232,8.68
62663,150,36814,229,41616,10435,6151,426,2226,13,550,287101,119,3825,128,36,54,165,11.81
22599,288,2108,34,7834,10327,1447,651,3042,8,323,406251,47,2260,22,15,31,497,4.78
51496,296,142940,64,22382,14926,10433,379,3190,13,1152,175383,490,2848,81,24,104,101,24.22
52819,315,4360,88,28397,10335,4402,1828,8606,12,1353,324823,81,3627,65,26,100,275,11.31
83304,145,27637,268,61900,6890,30152,1038,28042,8,838,245452,121,5162,253,28,96,105,7.85
42075,460,3002,50,16856,16512,2593,163,11202,9,707,360162,117,2596,50,13,26,284,7.39
26621,175,915,41,18955,6816,1447,287,1187,10,563,400502,36,3249,43,29,30,505,4.31
75842,570,10985,84,39378,27395,12242,418,14095,15,834,284717,150,3891,94,34,96,173,9.16
11961,179,1072,11,2798,7372,422,77,2226,4,231,433783,30,851,6,9,13,222,2.8
77800,544,3745,23,20843,34177,4402,565,16098,16,1781,314026,101,3465,41,17,81,284,6.26
85897,506,8012,222,45673,18122,10252,790,4080,17,938,260691,94,4886,125,35,110,187,14.41
77376,403,5839,95,39238,19874,9468,836,7270,16,506,293178,90,5132,125,34,92,259,9.9
83675,602,6368,135,51828,17333,8563,922,7122,24,1056,269479,116,8273,153,35,121,243,11.64
19212,263,1529,8,4966,11182,422,178,4525,3,301,424855,49,617,16,9,17,91,2.21
32814,305,4796,57,14408,11415,2593,426,3487,11,458,381898,63,3123,50,26,32,397,6.19
69173,554,13229,64,24690,20820,7598,403,18027,13,851,304957,223,3034,63,26,62,230,9.05
60705,399,5961,103,31684,19807,6935,860,6603,19,1017,325898,101,4994,82,41,77,512,7.44
78964,1418,13251,11,24130,29968,4161,705,32048,10,1768,270741,320,3663,58,26,51,386,11.7
45410,278,1951,75,26928,13448,4101,1154,2596,13,908,352449,27,4304,73,28,59,301,7.95
68115,464,26101,166,39168,12344,19357,705,24852,7,751,287475,244,4185,114,18,55,192,7.04
58853,365,6547,90,29866,16146,6272,953,8235,17,1418,326693,83,5162,87,43,87,464,8.12
58959,606,9041,55,24270,20422,5367,743,19511,41,1239,325945,216,4071,59,27,76,384,7.01
69808,590,21834,131,39168,13664,15136,534,19140,8,598,288971,257,3843,111,22,60,180,8.42
72084,549,55768,82,35881,21559,23880,627,10831,14,912,237412,179,3795,94,30,99,187,13.25
57530,494,13022,77,26439,19176,5849,643,15653,15,698,328843,142,3999,67,30,47,376,6.61
46680,358,67932,46,19374,16362,6211,550,1780,12,960,278734,65,2848,58,25,60,238,14.88
78753,381,21262,44,40567,13872,5669,1440,14169,11,567,283455,283,4808,161,35,67,206,9.72
73090,563,1008,73,37560,18379,5186,1231,2374,20,502,322486,80,6271,99,50,74,415,6.67
57477,452,12979,112,19934,14378,9468,318,23368,8,999,314399,188,2554,61,19,39,232,9.74
65680,299,3002,28,12170,22190,2412,201,12908,9,1157,336042,71,2098,39,16,72,178,7.89
63775,270,47056,62,28607,14860,3498,465,1410,13,681,266767,58,3501,79,31,45,332,16.41
68168,490,22256,142,41546,11821,15739,612,22627,9,537,293645,261,4125,115,20,56,198,6.91
66739,668,19111,60,33153,18778,8503,511,27004,10,1231,273312,250,4227,105,20,67,323,12.78
70232,668,13272,60,33853,22024,8865,1533,19808,17,777,301872,208,4454,83,27,80,312,7.18
105109,523,3595,109,55535,23394,11277,922,7419,22,794,273218,142,5851,160,46,128,248,5.89
64886,266,4560,187,44484,14204,8262,2083,8086,13,1117,300330,70,4310,108,31,118,188,10.74
59964,425,21763,95,34692,7770,9528,534,18324,8,1693,229980,274,3537,99,15,73,147,25.14
39429,279,33377,135,28047,9746,19960,1804,4006,12,1065,287849,70,3261,79,35,99,226,15.76
5504,79,350,7,1749,2756,181,54,519,3,428,444441,11,378,7,6,14,81,2.95
46733,436,4660,66,19934,17906,4342,953,5564,15,1087,352028,92,4245,59,34,88,421,7.37
49591,189,17382,57,21473,5977,6211,488,23665,12,602,351888,148,3777,87,20,25,320,3.85
57159,502,13408,49,21892,19965,5970,674,16172,13,1453,330807,151,3231,51,27,80,332,6.58
54037,221,38365,603,41197,11879,36062,1115,8531,12,1087,259148,90,3687,95,23,80,128,13.02
49961,866,8969,14,20004,21991,3015,325,14318,21,1615,298366,298,4664,62,19,43,394,15.99
54936,403,12872,27,17206,16238,4101,349,17582,10,764,329872,197,2116,41,18,31,259,8.95
86003,479,9706,220,49030,20729,19960,1084,9644,14,511,252557,124,4586,129,32,104,147,12.85
58323,385,3624,88,28327,13357,3437,441,2300,15,742,329918,90,4796,96,26,52,355,10.04
62981,399,9634,120,31125,15167,7478,1015,10534,19,729,323421,112,6517,95,46,63,557,6.88
59382,286,64823,75,32594,15026,12784,805,8457,14,703,264243,216,3897,86,31,79,235,12.13
36889,279,174744,40,18395,10252,6935,457,2448,8,724,171597,411,2518,57,23,48,214,25.41
68379,397,23628,105,38888,30599,13749,1952,3116,14,1698,258447,63,4322,100,35,58,202,14.68
62557,652,17139,25,17975,19342,4945,410,20549,14,1200,312109,259,3081,53,34,39,402,9.33
72296,449,20976,122,42036,15391,14413,1193,14837,14,1257,280791,147,6373,136,34,102,228,9.17
79229,334,1322,78,45883,29503,5970,1162,1039,14,550,311034,585,4418,100,24,28,191,5.69
12332,105,936,20,9093,4574,784,271,297,8,484,430278,16,2290,25,15,22,324,2.79
94101,741,5911,103,61130,17624,5669,1967,3264,32,1152,245733,226,6475,245,48,116,452,14.46
59170,356,65445,74,29656,16943,12965,844,8309,12,1335,263729,339,3237,93,28,93,185,12.24
57583,443,31668,64,24970,19575,8382,581,6157,13,637,311922,108,3543,76,31,133,253,8.64
65045,378,43011,90,30146,18811,15498,782,13428,13,1231,274527,211,3525,87,32,84,173,10.59
51920,542,10313,62,23921,19068,4583,1712,16172,11,1165,326179,151,3363,67,26,68,370,8.96
26251,254,113995,24,16157,9588,5066,302,1039,10,310,270320,177,2830,40,24,32,337,15.74
53031,241,80404,103,33783,13872,9528,875,3561,12,672,246995,423,3519,88,26,147,164,15.63
73989,531,10906,52,30635,27146,12362,612,5490,13,864,294206,62,3825,69,39,72,311,9.86
43875,442,4946,69,18675,18230,3558,550,6009,15,576,363107,79,4340,54,35,57,555,5.84
24504,288,11435,41,20214,4582,4643,674,6454,6,2330,92132,128,1235,44,15,13,55,68.02
56894,290,55554,524,38399,13673,24966,1471,10015,12,803,245779,196,3573,100,29,82,147,14.76
34031,221,2573,31,16856,6724,2955,519,3042,13,380,378953,31,3951,45,32,36,444,6.97
32919,111,177174,996,34132,5462,22734,1069,445,8,393,135043,58,2614,67,19,58,81,29.51
69226,427,8784,112,35531,14453,8804,767,6677,17,511,297665,85,5539,101,42,71,395,11.34
69967,564,13308,77,37769,24215,10493,790,14392,15,1261,296216,171,3759,104,30,103,248,8.14
83622,571,12128,46,32104,22862,8443,751,16395,14,515,286914,229,3405,99,25,86,141,9.04
63669,529,7733,65,36301,22032,7900,968,12092,15,921,307949,125,4065,82,28,72,272,8.89
50649,320,50415,76,32244,12967,14473,682,5564,15,711,276023,133,4233,75,35,68,329,13.6
59170,253,8841,200,34342,14137,15860,883,10683,11,711,334733,84,3447,81,31,72,146,4.17
88014,414,1951,122,17206,79221,2774,372,10312,65,305,295749,108,4316,49,31,33,482,4.74
49908,252,4310,97,33363,10825,4282,1239,4154,20,1012,338800,63,5270,95,46,64,442,8.55
64145,526,7890,50,23711,22057,5126,705,12018,13,825,320476,141,3993,69,31,87,241,8.47
75524,787,3831,70,35951,24622,5367,1371,3561,17,655,305892,69,4802,83,33,172,284,8.77
72084,466,7912,88,40147,19060,13508,953,14244,17,2051,285605,112,5372,114,30,120,252,10.14
52925,267,4195,144,30565,9206,5789,1603,7493,11,1824,324075,69,3399,123,24,80,203,11.19
67744,872,3488,36,23711,34700,5729,720,10386,14,964,319541,142,3699,71,20,58,281,7.16
71184,504,18196,213,38049,16263,11699,960,17656,12,825,303415,230,5090,129,33,83,285,5.81
28315,190,1601,40,19025,9223,2533,929,3042,8,860,379841,29,2242,35,20,92,234,7.61
37153,324,4060,86,15248,13689,6151,333,4674,8,1012,362779,61,2728,58,19,77,273,8.36
66527,284,83906,137,35671,12502,8322,1015,2671,16,537,192398,239,4292,171,35,108,195,23.96
20535,140,201260,49,12870,6691,2955,426,2003,8,2125,167530,482,2158,41,22,59,268,27.31
70814,659,15752,98,45253,20231,16704,1022,19808,13,1187,271489,176,4334,105,23,64,227,10.48
42711,215,158020,51,22871,12618,8684,372,2745,10,528,184592,368,2692,72,23,58,146,22.61
39059,395,3338,46,17136,17475,3437,604,6083,11,450,375727,68,2908,50,23,45,358,4.88
15878,215,1329,16,4826,9090,784,333,2522,4,406,429296,37,1187,14,10,19,315,2.22
12755,189,1515,16,2868,6923,302,101,2745,6,567,428875,47,1187,7,9,15,294,3.46
81293,365,1408,2,12030,47692,1568,294,16247,20,506,326974,43,1187,10,31,47,187,4.21
54672,525,6418,77,22732,19010,4764,651,8828,15,655,340810,76,4370,68,31,70,387,7.08
46839,290,24614,81,26858,12560,4040,519,4970,15,716,320990,95,4502,78,42,67,489,10.91
18841,129,90195,18,10282,5421,1869,194,223,8,223,317859,55,2326,26,24,20,232,12.58
17836,207,1329,19,6295,8858,1146,225,2596,6,388,420602,35,1253,22,10,29,185,3.44
59117,431,27094,89,41826,23111,7417,3020,4080,17,2208,278594,107,4550,92,39,142,393,12.69
36624,353,11735,10,6715,15848,1809,139,11796,9,1135,183563,157,2194,26,29,20,302,46.55
74571,691,13536,89,40078,22206,14895,805,18695,13,1449,276490,196,4634,104,20,94,179,9.92
64622,562,850,73,30635,18728,2714,999,1929,20,1043,330900,68,6121,100,39,77,311,7.88
44140,125,665,99,39238,4624,1327,658,445,12,484,368669,25,2902,89,21,27,331,5.36
69755,702,5825,83,15457,18180,2533,705,26262,12,349,338847,234,2512,43,22,34,202,4.3
30273,262,2887,49,35251,11564,2050,426,3709,10,921,375167,56,2572,111,15,44,288,5.44
24451,114,263010,36,15388,5437,2834,217,593,8,1026,72406,203,1499,46,14,49,73,38.81
40488,435,9127,33,14059,23410,5126,426,5638,10,589,365070,97,2854,40,27,30,421,5.6
82669,639,5475,79,42665,21932,9468,759,7789,15,1187,268216,95,4652,108,28,160,202,13.36
55571,550,12007,29,16227,17699,3558,472,17434,7,838,332910,205,2302,39,17,38,238,8.31
70761,374,33448,183,37070,22671,16523,836,7493,13,1968,266440,134,3801,110,32,130,163,11.49
64992,316,15480,51,41197,5761,13930,805,22182,7,681,288316,176,2866,82,27,123,113,10.99
65733,563,11478,63,27348,22298,7176,441,16914,26,1484,312950,200,3549,82,32,73,312,7.65
51761,598,8927,25,16437,19982,3015,263,16172,13,847,318466,160,3279,49,19,30,338,12.35
29638,332,3409,37,11820,12909,2533,581,4303,10,528,396809,70,2242,33,17,45,265,4.03
57635,706,6632,10,16647,26199,1749,550,19066,12,1850,317298,133,2980,29,22,35,419,10.62
72296,717,17532,50,31894,25004,9829,627,22182,17,882,305892,233,4586,77,30,72,263,4.86
52184,425,10999,74,25319,16528,5970,573,8680,13,751,335855,109,4131,70,35,72,423,7.65
58959,651,13108,19,23291,22422,3075,767,21143,13,2544,321832,238,3417,49,35,45,433,7.23
69597,1149,17839,12,25949,26025,3859,379,25001,13,1602,293038,359,4005,57,28,47,406,9.28
32178,351,4381,34,9722,16321,2292,217,4822,8,615,381197,74,2200,31,20,30,328,6.62
38900,266,32069,66,20354,14303,6935,426,6009,11,847,334406,130,2836,54,25,56,292,8.93
35142,368,5232,13,26928,19434,1689,627,8531,12,1021,327207,61,2740,35,16,56,305,13.99
26198,321,9077,25,14198,7231,1809,248,4896,6,1466,101154,126,1283,33,37,14,89,67.54
25086,355,4138,20,8953,14162,1447,318,5564,6,694,405503,74,1481,26,14,39,222,3.32
58694,253,128360,68,33992,13399,6633,805,1335,15,3692,171176,104,3555,87,33,161,225,24.45
55571,433,3359,84,26718,15316,5005,891,5712,18,602,346559,71,5426,80,43,72,409,6.15
72084,421,36228,146,46932,6351,20262,751,22256,10,1768,231382,439,5180,117,30,80,222,16.17
20059,288,1401,29,5526,10800,905,294,3116,7,480,415694,41,1924,14,14,21,319,3.79
76741,476,3638,106,39518,18139,8322,906,7864,22,868,300890,97,6631,117,39,88,395,8.59
50067,298,4031,94,26089,12452,5246,1386,5045,17,1122,346466,71,4664,88,33,76,354,7.6
65680,281,5146,113,36021,11605,5005,1797,4303,22,1807,309211,69,6169,117,74,113,453,10.76
78858,366,7461,164,42316,12079,7538,999,3413,19,633,290560,71,4430,109,39,92,249,11.36
55783,420,8827,38,17975,17242,5608,341,16469,12,589,333611,169,2950,62,19,30,167,8.18
72296,897,17382,44,19234,23261,6935,333,30342,7,511,321738,329,2572,52,16,26,191,3.38
28103,421,1822,34,8533,18687,1809,1069,2077,9,707,401156,76,2296,45,21,37,255,3.71
30061,306,7683,38,10841,12959,2231,232,4229,9,742,379000,56,2722,37,17,32,344,7.24
72613,700,15938,75,36231,21351,12603,682,18917,15,1104,284296,233,4742,106,23,83,209,9.37
66739,489,9484,55,34412,23751,8985,1007,14986,21,1052,305845,123,4970,84,34,89,227,7.83
61975,422,4781,62,31684,16810,8201,635,12092,12,1266,313839,130,3909,81,20,64,257,9.62
56789,526,24686,92,32314,15042,8985,643,5416,13,855,300376,121,3933,82,28,129,260,11.48
